lineItem/UsageAccountId,lineItem/ResourceId,bill/BillingPeriodStartDate,lineItem/UsageAmount_ComputeHours,lineItem/UsageAmount_StorageGB,lineItem/UsageAmount_APIRequests,lineItem/UnblendedCost,product/ProductName,lineItem/LineItemDescription
Compliance-Audit,elb-0f00262,2026-06,778.2,0.0,32423585,236.04,ELB,Application load balancer
Production-Main,sns-0c8c772,2026-06,0.0,0.0,7236181,3.61,SNS,Alert notifications
Shared-Services,rds-0f6e315,2026-06,708.2,196.7,0,639.31,RDS,db.t3.large development DB
Customer-Portal,elb-0525461,2026-06,768.9,0.0,32036242,233.23,ELB,Application load balancer
Data-Science,i-013b699,2026-06,818.7,0.0,0,1182.5,EC2,c5.xlarge compute worker
QA-Testing,lam-05b6672,2026-06,0.0,0.0,3352701,23.47,Lambda,Webhook processor
QA-Testing,ses-08a5385,2026-06,0.0,0.0,2570857,3.09,SES,Transactional email
Shared-Services,rds-0cda288,2026-06,546.6,151.8,0,493.4,RDS,db.t3.large development DB
Edge-Network,ebs-0b4e168,2026-06,0.0,179.4,0,22.42,EBS,gp3 volumes staging
Partner-Integration,sqs-0bf2947,2026-06,0.0,0.0,427301,0.22,SQS,Dead letter queue
Finance-Systems,vpn-1134255,2026-06,1016.7,0.0,0,257.69,VPN Gateway,Client VPN endpoint
Customer-Portal,vpn-0a09478,2026-06,1084.8,0.0,0,274.96,VPN Gateway,Client VPN endpoint
Production-Main,ecs-0de7751,2026-06,316.0,0.0,0,576.71,ECS,Fargate batch cluster
Edge-Network,ebs-0313368,2026-06,0.0,747.3,0,93.41,EBS,gp3 volumes production
Data-Science,eks-0916603,2026-06,431.7,0.0,0,1295.1,EKS,Staging K8s cluster
Marketing-Platform,rs-08d1200,2026-06,0.0,0.0,5891877,294.59,Redshift,Spectrum queries
Compliance-Audit,ses-08e6753,2026-06,0.0,0.0,1551625,1.87,SES,Transactional email
Finance-Systems,elb-06a1968,2026-06,851.7,0.0,59151603,369.1,ELB,Network load balancer
Finance-Systems,s3-0ead914,2026-06,0.0,1149.1,2298028,100.55,S3,Artifact storage
QA-Testing,vpn-03e6329,2026-06,513.6,0.0,0,130.19,VPN Gateway,Client VPN endpoint
Compliance-Audit,vpn-0e3e760,2026-06,782.2,0.0,0,198.29,VPN Gateway,Client VPN endpoint
Compliance-Audit,i-039d669,2026-06,547.9,0.0,0,791.36,EC2,c5.xlarge compute worker
QA-Testing,ebs-03ec526,2026-06,0.0,1182.8,0,147.85,EBS,gp3 volumes production
Production-Main,sns-101d656,2026-06,0.0,0.0,7448581,3.72,SNS,Alert notifications
Compliance-Audit,ses-0b1f287,2026-06,0.0,0.0,1915233,2.3,SES,Transactional email
Production-Main,lam-0d54228,2026-06,0.0,0.0,5170668,36.2,Lambda,Notification dispatcher
Compliance-Audit,rds-0397974,2026-06,351.5,97.6,0,414.95,RDS,db.t3.medium MySQL staging
Edge-Network,ebs-0461141,2026-06,0.0,134.9,0,16.87,EBS,gp3 volumes staging
Production-Secondary,elb-0e5b461,2026-06,571.5,0.0,39685080,247.64,ELB,Network load balancer
Production-Main,i-10f4869,2026-06,419.9,0.0,0,1217.63,EC2,c5.2xlarge HPC node
Internal-Tools,lam-03ef109,2026-06,0.0,0.0,1329841,9.98,Lambda,Cron job runner
Mobile-Backend,ebs-0d37236,2026-06,0.0,4322.1,0,194.51,EBS,st1 volumes archive
Internal-Tools,s3-09d0481,2026-06,0.0,6466.9,404178,161.67,S3,Log archive bucket
Partner-Integration,rs-04b3252,2026-06,0.0,0.0,5083312,254.17,Redshift,Spectrum queries
Data-Science,rds-0bc7339,2026-06,878.0,609.6,0,2255.94,RDS,db.r5.xlarge PostgreSQL primary
Compliance-Audit,rds-0d85584,2026-06,314.5,87.3,0,371.19,RDS,db.t3.medium MySQL staging
Edge-Network,sns-1054312,2026-06,0.0,0.0,12458383,6.23,SNS,Alert notifications
Production-Main,r53-0886456,2026-06,0.0,0.0,13975296,20.97,Route 53,Health checks
Security-Ops,ebs-0436210,2026-06,0.0,726.0,0,453.76,EBS,io2 volumes database
Partner-Integration,cf-0b62712,2026-06,0.0,0.0,42768185,213.84,CloudFront,CDN API distribution
Security-Ops,nat-017e771,2026-06,660.4,0.0,0,150.64,NAT Gateway,Staging VPC NAT
Edge-Network,sns-0f3e442,2026-06,0.0,0.0,10173771,5.09,SNS,Alert notifications
Data-Science,i-0137554,2026-06,751.1,0.0,0,651.47,EC2,t3.large application server
QA-Testing,ebs-0df8926,2026-06,0.0,1263.1,0,157.89,EBS,gp3 volumes production
Compliance-Audit,s3-08f5280,2026-06,0.0,717.8,1435757,62.81,S3,Artifact storage
Marketing-Platform,i-0c1b224,2026-06,588.3,0.0,0,510.33,EC2,t3.large application server
Production-Secondary,elb-04bd339,2026-06,537.4,0.0,37318547,232.87,ELB,Network load balancer
Edge-Network,s3-04f7382,2026-06,0.0,1087.6,2175323,95.16,S3,Artifact storage
Internal-Tools,cf-02b2509,2026-06,0.0,0.0,140907639,704.54,CloudFront,CDN media distribution
Customer-Portal,cf-028c709,2026-06,0.0,0.0,45188226,225.94,CloudFront,CDN API distribution
Customer-Portal,i-0e71663,2026-06,566.6,0.0,0,1964.15,EC2,r5.2xlarge database server
QA-Testing,lam-043c899,2026-06,0.0,0.0,35656742,247.82,Lambda,API gateway handler
Compliance-Audit,i-0e5a884,2026-06,480.8,0.0,0,694.45,EC2,c5.xlarge compute worker
Partner-Integration,rs-0e5c348,2026-06,853.3,2370.4,0,4326.06,Redshift,Data warehouse cluster
Compliance-Audit,s3-07f4252,2026-06,0.0,746.3,1492744,65.3,S3,Artifact storage
ML-Training,r53-09f2874,2026-06,0.0,0.0,11752594,17.63,Route 53,Health checks
Security-Ops,ecs-0a3b167,2026-06,153.2,0.0,0,279.66,ECS,Fargate batch cluster
Data-Science,rds-04e4902,2026-06,569.8,158.4,0,514.5,RDS,db.t3.large development DB
Internal-Tools,ec-0d42588,2026-06,545.7,0.0,0,392.94,ElastiCache,Redis production cluster
Production-Secondary,r53-10a6788,2026-06,0.0,0.0,9683426,14.52,Route 53,Health checks
Partner-Integration,rds-05a0419,2026-06,410.9,114.1,0,484.99,RDS,db.t3.medium MySQL staging
Internal-Tools,vpn-0557720,2026-06,1073.6,0.0,0,544.25,VPN Gateway,Site-to-site VPN
Internal-Tools,s3-02c0211,2026-06,0.0,4700.8,7521236,343.16,S3,Media content bucket
Compliance-Audit,rs-0e67494,2026-06,660.6,1834.9,0,3348.67,Redshift,Data warehouse cluster
Partner-Integration,rs-08ef216,2026-06,775.3,2153.6,0,3930.41,Redshift,Data warehouse cluster
Customer-Portal,i-0291352,2026-06,652.9,0.0,0,943.04,EC2,c5.xlarge compute worker
Edge-Network,i-0435944,2026-06,750.3,0.0,0,1300.5,EC2,r5.xlarge cache server
Production-Secondary,r53-0754776,2026-06,0.0,0.0,9509240,14.26,Route 53,Health checks
Edge-Network,elb-0c8a626,2026-06,738.7,0.0,10258946,149.37,ELB,Classic load balancer
Compliance-Audit,s3-0722468,2026-06,0.0,661.5,1323069,57.88,S3,Artifact storage
ML-Training,r53-0581711,2026-06,0.0,0.0,12876026,19.31,Route 53,Health checks
Internal-Tools,elb-0aed112,2026-06,1085.9,0.0,15082394,219.61,ELB,Classic load balancer
Compliance-Audit,rds-0d18388,2026-06,309.5,85.9,0,365.37,RDS,db.t3.medium MySQL staging
Data-Science,i-05bc939,2026-06,685.4,0.0,0,594.02,EC2,m5.large monitoring server
Marketing-Platform,i-1182333,2026-06,535.5,0.0,0,1553.01,EC2,c5.2xlarge HPC node
Production-Secondary,ecs-0074667,2026-06,285.1,0.0,0,520.36,ECS,Fargate batch cluster
Security-Ops,sqs-0194667,2026-06,0.0,0.0,65594093,32.8,SQS,Order processing queue
ML-Training,rs-0543817,2026-06,0.0,0.0,3939536,196.98,Redshift,Spectrum queries
Partner-Integration,eks-0912980,2026-06,407.4,0.0,0,1222.21,EKS,Staging K8s cluster
ML-Training,lam-0374425,2026-06,0.0,0.0,49647433,347.53,Lambda,Auth token validator
Internal-Tools,lam-0ab4217,2026-06,0.0,0.0,20279111,141.95,Lambda,Data transformer
Internal-Tools,s3-0e9b779,2026-06,0.0,3801.2,6081889,277.49,S3,Media content bucket
Mobile-Backend,kin-092c972,2026-06,854.5,0.0,23737027,346.56,Kinesis,Firehose delivery
Compliance-Audit,rds-075f423,2026-06,339.1,94.1,0,400.26,RDS,db.t3.medium MySQL staging
ML-Training,i-0da2988,2026-06,744.2,0.0,0,645.46,EC2,t3.large application server
Edge-Network,lam-0ff8208,2026-06,0.0,0.0,25384201,177.7,Lambda,Data transformer
QA-Testing,lam-058e428,2026-06,0.0,0.0,4038296,28.46,Lambda,Image resizer
Partner-Integration,elb-0be8163,2026-06,685.8,0.0,9525311,138.68,ELB,Classic load balancer
Compliance-Audit,s3-064c941,2026-06,0.0,13358.0,2671591,467.52,S3,Data lake raw zone
Data-Science,i-100c822,2026-06,526.4,0.0,0,912.37,EC2,r5.xlarge cache server
Finance-Systems,s3-0e8b782,2026-06,0.0,12335.5,2467097,431.74,S3,Data lake raw zone
Production-Secondary,sqs-09a9219,2026-06,0.0,0.0,28500327,14.25,SQS,Event notification queue
Internal-Tools,ec-05c5519,2026-06,454.0,0.0,0,326.84,ElastiCache,Redis production cluster
Partner-Integration,sqs-03d1971,2026-06,0.0,0.0,452917,0.23,SQS,Dead letter queue
Marketing-Platform,rds-01e1409,2026-06,827.5,1149.3,0,3677.87,RDS,db.r5.2xlarge Aurora cluster
Marketing-Platform,rds-0fcf531,2026-06,796.5,553.2,0,2046.67,RDS,db.r5.xlarge PostgreSQL primary
Edge-Network,s3-0935976,2026-06,0.0,1090.7,2181579,95.43,S3,Artifact storage
Production-Main,cf-0a48593,2026-06,0.0,0.0,30955557,154.77,CloudFront,CDN static assets
Compliance-Audit,s3-0cb2590,2026-06,0.0,45.5,22786752,148.11,S3,Static website hosting
Edge-Network,vpn-0d69869,2026-06,521.0,0.0,0,132.06,VPN Gateway,Client VPN endpoint
Shared-Services,nat-09a0830,2026-06,649.7,0.0,0,296.43,NAT Gateway,Production VPC NAT
Data-Science,i-10ab373,2026-06,470.7,0.0,0,815.89,EC2,r5.xlarge cache server
Partner-Integration,ddb-090c493,2026-06,644.8,9.0,4477481,78.36,DynamoDB,Config store table
DevOps-Central,ebs-0d66422,2026-06,0.0,407.6,0,254.71,EBS,io2 volumes database
ML-Training,ebs-08f8987,2026-06,0.0,564.9,0,353.05,EBS,io2 volumes database
Shared-Services,rds-0aa6904,2026-06,647.4,899.1,0,2877.07,RDS,db.r5.2xlarge Aurora cluster
Customer-Portal,vpn-06f0884,2026-06,1098.4,0.0,0,278.42,VPN Gateway,Client VPN endpoint
Compliance-Audit,s3-038a496,2026-06,0.0,9194.5,574653,229.86,S3,Log archive bucket
Compliance-Audit,rds-0ed7512,2026-06,304.4,84.5,0,359.24,RDS,db.t3.medium MySQL staging
QA-Testing,lam-03e2943,2026-06,0.0,0.0,816914,6.13,Lambda,Cron job runner
Shared-Services,rds-019e148,2026-06,655.8,182.2,0,592.02,RDS,db.t3.large development DB
Internal-Tools,lam-0f01981,2026-06,0.0,0.0,23612189,165.28,Lambda,Data transformer
ML-Training,rs-0d61874,2026-06,538.3,1495.4,0,2729.26,Redshift,Data warehouse cluster
Compliance-Audit,ses-1028890,2026-06,0.0,0.0,1563369,1.88,SES,Transactional email
Customer-Portal,vpn-0e79543,2026-06,1070.8,0.0,0,271.43,VPN Gateway,Client VPN endpoint
Customer-Portal,cf-0469288,2026-06,0.0,0.0,73871101,369.35,CloudFront,CDN web distribution
Customer-Portal,s3-0bb8451,2026-06,0.0,18540.6,3708134,648.92,S3,Data lake raw zone
Marketing-Platform,ec-0b95778,2026-06,734.8,0.0,0,529.02,ElastiCache,Redis production cluster
Production-Secondary,sqs-047b744,2026-06,0.0,0.0,23374841,11.69,SQS,Event notification queue
Finance-Systems,s3-0a35431,2026-06,0.0,8975.8,560992,224.39,S3,Log archive bucket
Finance-Systems,rds-06bf447,2026-06,628.8,873.4,0,2794.75,RDS,db.r5.2xlarge Aurora cluster
Partner-Integration,elb-06eb646,2026-06,793.8,0.0,11024653,160.51,ELB,Classic load balancer
ML-Training,ec-0b39148,2026-06,959.1,0.0,0,690.57,ElastiCache,Redis production cluster
Marketing-Platform,rds-0d63346,2026-06,464.0,129.0,0,547.76,RDS,db.t3.medium MySQL staging
Production-Secondary,ecs-0d99511,2026-06,264.9,0.0,0,483.32,ECS,Fargate batch cluster
Data-Science,i-0de8277,2026-06,403.2,0.0,0,1169.42,EC2,c5.2xlarge HPC node
QA-Testing,ses-03dc848,2026-06,0.0,0.0,2147295,2.58,SES,Transactional email
QA-Testing,elb-0f2f994,2026-06,861.2,0.0,35885770,261.25,ELB,Application load balancer
Marketing-Platform,r53-09a7690,2026-06,0.0,0.0,54430486,81.64,Route 53,DNS hosting
Production-Main,ecs-0bb5632,2026-06,335.2,0.0,0,611.71,ECS,Fargate worker cluster
Shared-Services,s3-085d679,2026-06,0.0,14694.2,2938848,514.3,S3,Data lake raw zone
Marketing-Platform,rds-07cb642,2026-06,678.3,188.4,0,612.37,RDS,db.t3.large development DB
Partner-Integration,cf-0cb6427,2026-06,0.0,0.0,41717039,208.58,CloudFront,CDN API distribution
Internal-Tools,cf-02b1760,2026-06,0.0,0.0,43770168,218.85,CloudFront,CDN API distribution
ML-Training,sqs-095c104,2026-06,0.0,0.0,530261,0.27,SQS,Dead letter queue
Security-Ops,lam-0776812,2026-06,0.0,0.0,4285867,30.22,Lambda,Image resizer
Marketing-Platform,lam-01ce578,2026-06,0.0,0.0,1100594,8.25,Lambda,Cron job runner
Internal-Tools,ec-0e42669,2026-06,514.5,0.0,0,370.42,ElastiCache,Redis production cluster
Production-Secondary,ecs-0e91146,2026-06,307.0,0.0,0,560.16,ECS,Fargate batch cluster
Edge-Network,ecs-0c11707,2026-06,307.0,0.0,0,560.23,ECS,Fargate worker cluster
Internal-Tools,lam-10f5761,2026-06,0.0,0.0,19474590,136.32,Lambda,Data transformer
DevOps-Central,ddb-09c2548,2026-06,587.1,81.6,122304739,917.28,DynamoDB,Cache table
Partner-Integration,elb-0a0e128,2026-06,559.7,0.0,7773189,113.17,ELB,Classic load balancer
Shared-Services,nat-01a4526,2026-06,625.2,0.0,0,285.27,NAT Gateway,Production VPC NAT
Marketing-Platform,nat-01e0885,2026-06,832.2,0.0,0,189.84,NAT Gateway,Dev VPC NAT
Production-Main,i-053d315,2026-06,743.9,0.0,0,54.3,EC2,t3.micro bastion host
Marketing-Platform,sm-0ed6873,2026-06,0.0,0.0,910481,3.64,Secrets Manager,Application secrets
Finance-Systems,s3-0247530,2026-06,0.0,9216.9,576058,230.42,S3,Log archive bucket
Internal-Tools,ec-066c806,2026-06,546.6,0.0,0,393.53,ElastiCache,Redis production cluster
Finance-Systems,rds-023f159,2026-06,734.2,815.8,0,1713.2,RDS,db.m5.xlarge analytics DB
Data-Science,rs-046b649,2026-06,703.5,1954.0,0,3566.17,Redshift,Data warehouse cluster
Edge-Network,sns-059b224,2026-06,0.0,0.0,13439744,6.72,SNS,Alert notifications
Edge-Network,s3-0318881,2026-06,0.0,16657.6,3331518,583.02,S3,Data lake raw zone
Customer-Portal,i-028d484,2026-06,512.5,0.0,0,1776.65,EC2,m5.2xlarge batch processor
Production-Main,lam-0642919,2026-06,0.0,0.0,31656168,221.6,Lambda,Data transformer
QA-Testing,lam-03e1413,2026-06,0.0,0.0,3157006,22.1,Lambda,Webhook processor
Security-Ops,ecs-0f75161,2026-06,569.9,0.0,0,1040.01,ECS,Fargate API cluster
Finance-Systems,s3-0c3b952,2026-06,0.0,10182.3,2036455,356.38,S3,Data lake raw zone
Customer-Portal,i-0290733,2026-06,547.2,0.0,0,39.94,EC2,t3.micro bastion host
Compliance-Audit,sns-0f94109,2026-06,0.0,0.0,14951032,7.47,SNS,Event fanout topic
Finance-Systems,elb-024c328,2026-06,870.8,0.0,60475034,377.36,ELB,Network load balancer
Finance-Systems,rds-023e525,2026-06,570.5,792.4,0,2535.56,RDS,db.r5.2xlarge Aurora cluster
Internal-Tools,eks-0690150,2026-06,551.3,0.0,0,1654.14,EKS,Staging K8s cluster
QA-Testing,elb-0980148,2026-06,779.1,0.0,32462068,236.32,ELB,Application load balancer
Internal-Tools,rds-0ec4795,2026-06,716.9,497.9,0,1841.93,RDS,db.r5.xlarge PostgreSQL primary
Compliance-Audit,i-0f6d336,2026-06,778.1,0.0,0,674.33,EC2,m5.large monitoring server
Data-Science,nat-0132859,2026-06,530.4,0.0,0,121.0,NAT Gateway,Staging VPC NAT
Production-Main,cf-0001263,2026-06,0.0,0.0,49246606,246.23,CloudFront,CDN API distribution
Data-Science,rds-04cc470,2026-06,661.3,183.8,0,597.07,RDS,db.t3.large development DB
Data-Science,ses-077c383,2026-06,0.0,0.0,418790,0.5,SES,Marketing email
Marketing-Platform,i-079f164,2026-06,675.9,0.0,0,1171.52,EC2,r5.xlarge cache server
QA-Testing,ec-06bd918,2026-06,821.2,0.0,0,591.23,ElastiCache,Redis production cluster
Data-Science,i-0859781,2026-06,342.2,0.0,0,992.62,EC2,c5.2xlarge HPC node
Edge-Network,ec-063c794,2026-06,758.1,0.0,0,545.83,ElastiCache,Redis production cluster
Internal-Tools,cf-0dbb199,2026-06,0.0,0.0,164394696,821.96,CloudFront,CDN media distribution
Edge-Network,ecs-09c1206,2026-06,303.0,0.0,0,552.86,ECS,Fargate worker cluster
Compliance-Audit,s3-08a7782,2026-06,0.0,11592.9,2318580,405.74,S3,Data lake raw zone
Compliance-Audit,s3-0c04431,2026-06,0.0,11744.3,2348851,411.04,S3,Data lake raw zone
Internal-Tools,ses-0dbe321,2026-06,0.0,0.0,2589166,3.11,SES,Transactional email
Data-Science,i-0a28926,2026-06,449.7,0.0,0,1558.88,EC2,m5.2xlarge batch processor
Internal-Tools,eks-02a6314,2026-06,489.6,0.0,0,1468.89,EKS,Staging K8s cluster
Shared-Services,cf-019a583,2026-06,0.0,0.0,161061278,805.31,CloudFront,CDN media distribution
Edge-Network,i-087e912,2026-06,723.8,0.0,0,1254.53,EC2,r5.xlarge cache server
Data-Science,i-0866884,2026-06,539.3,0.0,0,934.85,EC2,r5.xlarge cache server
Internal-Tools,ebs-0868993,2026-06,0.0,1411.8,0,176.47,EBS,gp3 volumes production
Mobile-Backend,kin-032d614,2026-06,691.9,0.0,28828971,420.9,Kinesis,Data stream ingestion
Partner-Integration,ecs-0c6a269,2026-06,511.3,0.0,0,933.21,ECS,Fargate API cluster
Compliance-Audit,s3-038c556,2026-06,0.0,47.9,23964529,155.77,S3,Static website hosting
Finance-Systems,s3-0244518,2026-06,0.0,10833.2,2166643,379.16,S3,Data lake raw zone
Edge-Network,ecs-031e824,2026-06,376.1,0.0,0,686.44,ECS,Fargate API cluster
Finance-Systems,s3-0f0f949,2026-06,0.0,5679.6,9087481,414.62,S3,Media content bucket
Customer-Portal,ses-0ddf126,2026-06,0.0,0.0,499965,0.6,SES,Marketing email
Compliance-Audit,i-08da194,2026-06,568.4,0.0,0,820.93,EC2,c5.xlarge compute worker
Marketing-Platform,lam-073d564,2026-06,0.0,0.0,16467480,115.27,Lambda,Data transformer
QA-Testing,lam-04bb141,2026-06,0.0,0.0,4946754,34.87,Lambda,Image resizer
Marketing-Platform,nat-08ce373,2026-06,575.3,0.0,0,131.26,NAT Gateway,Staging VPC NAT
Marketing-Platform,i-01ec560,2026-06,565.8,0.0,0,490.32,EC2,m5.large monitoring server
Security-Ops,s3-0183786,2026-06,0.0,765.4,1530834,66.97,S3,Artifact storage
Production-Main,lam-06d3145,2026-06,0.0,0.0,56023886,389.36,Lambda,API gateway handler
Shared-Services,ec-0c82412,2026-06,775.6,0.0,0,279.21,ElastiCache,Redis staging cluster
Security-Ops,ecs-0f85647,2026-06,486.1,0.0,0,887.25,ECS,Fargate worker cluster
Shared-Services,rds-084e637,2026-06,646.2,897.5,0,2871.98,RDS,db.r5.2xlarge Aurora cluster
Partner-Integration,elb-057a924,2026-06,669.9,0.0,9303309,135.45,ELB,Classic load balancer
Security-Ops,ecs-018b473,2026-06,175.3,0.0,0,320.0,ECS,Fargate batch cluster
Production-Main,lam-1011255,2026-06,0.0,0.0,29427124,206.0,Lambda,Data transformer
Data-Science,rds-074d478,2026-06,766.7,851.9,0,1789.09,RDS,db.m5.xlarge analytics DB
Shared-Services,r53-08c8350,2026-06,0.0,0.0,59808239,89.71,Route 53,DNS hosting
Production-Main,i-0df3860,2026-06,782.1,0.0,0,57.09,EC2,t3.micro bastion host
Production-Secondary,i-0574661,2026-06,1175.8,0.0,0,1019.8,EC2,t3.large application server
Shared-Services,nat-0e47148,2026-06,536.9,0.0,0,244.99,NAT Gateway,Production VPC NAT
Shared-Services,rds-0f7b881,2026-06,567.5,157.6,0,512.24,RDS,db.t3.large development DB
Mobile-Backend,sqs-0ec8187,2026-06,0.0,0.0,331734,0.17,SQS,Dead letter queue
Marketing-Platform,i-0c4b661,2026-06,577.6,0.0,0,1674.96,EC2,c5.2xlarge HPC node
Production-Main,i-0a7c855,2026-06,885.5,0.0,0,64.64,EC2,t3.micro bastion host
Security-Ops,ec-0478184,2026-06,550.3,0.0,0,198.14,ElastiCache,Redis staging cluster
DevOps-Central,ddb-0beb915,2026-06,1000.4,13.8,6947185,121.57,DynamoDB,Config store table
Marketing-Platform,rds-01e2924,2026-06,747.4,207.6,0,674.74,RDS,db.t3.large development DB
Marketing-Platform,sm-08bb419,2026-06,0.0,0.0,982483,3.93,Secrets Manager,Application secrets
Security-Ops,eks-0434972,2026-06,453.2,0.0,0,1359.61,EKS,Staging K8s cluster
ML-Training,eks-036f728,2026-06,853.6,0.0,0,2560.66,EKS,Production K8s cluster
Compliance-Audit,i-0fb9329,2026-06,559.9,0.0,0,485.28,EC2,m5.large monitoring server
Finance-Systems,s3-0d12329,2026-06,0.0,9212.2,1842433,322.42,S3,Data lake raw zone
Compliance-Audit,i-0de9629,2026-06,587.5,0.0,0,254.84,EC2,t3.medium API server
Finance-Systems,vpn-0a0f703,2026-06,618.9,0.0,0,313.75,VPN Gateway,Site-to-site VPN
Partner-Integration,sqs-0580884,2026-06,0.0,0.0,425689,0.22,SQS,Dead letter queue
Production-Main,i-0db9952,2026-06,952.3,0.0,0,412.98,EC2,t3.medium API server
DevOps-Central,ebs-07bd747,2026-06,0.0,471.9,0,294.9,EBS,io2 volumes database
Internal-Tools,s3-0529282,2026-06,0.0,3156.3,1578119,118.36,S3,Analytics export bucket
Finance-Systems,eks-0659376,2026-06,971.5,0.0,0,2914.44,EKS,Production K8s cluster
Partner-Integration,nat-03ce770,2026-06,957.4,0.0,0,218.41,NAT Gateway,Dev VPC NAT
Finance-Systems,vpn-0249799,2026-06,693.3,0.0,0,351.48,VPN Gateway,Site-to-site VPN
Edge-Network,nat-032a145,2026-06,760.4,0.0,0,173.48,NAT Gateway,Dev VPC NAT
Production-Secondary,i-0cb5459,2026-06,489.4,0.0,0,848.35,EC2,r5.xlarge cache server
Production-Secondary,r53-0629377,2026-06,0.0,0.0,9854645,14.78,Route 53,Health checks
Production-Main,lam-0e7f833,2026-06,0.0,0.0,33034259,231.24,Lambda,Data transformer
ML-Training,lam-0bf7821,2026-06,0.0,0.0,10988606,76.93,Lambda,Notification dispatcher
Internal-Tools,rds-0bc8856,2026-06,637.0,442.4,0,1636.72,RDS,db.r5.xlarge PostgreSQL primary
Data-Science,i-0945672,2026-06,457.4,0.0,0,1585.41,EC2,m5.2xlarge batch processor
Production-Main,s3-05ff747,2026-06,0.0,15242.7,3048545,533.49,S3,Data lake raw zone
Security-Ops,s3-0fee392,2026-06,0.0,6634.1,10614494,484.28,S3,Media content bucket
Internal-Tools,ec-0444818,2026-06,523.3,0.0,0,376.75,ElastiCache,Redis production cluster
Production-Secondary,r53-093c580,2026-06,0.0,0.0,8327446,12.49,Route 53,Health checks
Compliance-Audit,s3-0973601,2026-06,0.0,14112.8,2822534,493.94,S3,Data lake raw zone
Edge-Network,eks-10ea823,2026-06,668.5,0.0,0,2005.54,EKS,Production K8s cluster
Production-Main,i-106d831,2026-06,409.4,0.0,0,1187.14,EC2,c5.2xlarge HPC node
Internal-Tools,s3-0542610,2026-06,0.0,7018.7,70185,161.42,S3,Backup storage bucket
Edge-Network,lam-0fd2997,2026-06,0.0,0.0,24600645,172.21,Lambda,Data transformer
Compliance-Audit,i-039e433,2026-06,704.3,0.0,0,1220.73,EC2,r5.xlarge cache server
Production-Secondary,ec-09d7888,2026-06,884.5,0.0,0,318.43,ElastiCache,Redis staging cluster
ML-Training,ebs-0e30384,2026-06,0.0,658.5,0,82.3,EBS,gp3 volumes production
Edge-Network,s3-0484514,2026-06,0.0,1133.3,2266686,99.16,S3,Artifact storage
Customer-Portal,ses-0676835,2026-06,0.0,0.0,781024,0.94,SES,Marketing email
Security-Ops,s3-0184470,2026-06,0.0,49.8,24909611,161.91,S3,Static website hosting
Production-Secondary,i-1026374,2026-06,688.1,0.0,0,596.37,EC2,m5.large monitoring server
Compliance-Audit,i-039b844,2026-06,665.2,0.0,0,2305.87,EC2,r5.2xlarge database server
Finance-Systems,vpn-0248486,2026-06,942.3,0.0,0,238.84,VPN Gateway,Client VPN endpoint
Marketing-Platform,nat-083c511,2026-06,513.5,0.0,0,117.15,NAT Gateway,Staging VPC NAT
Compliance-Audit,sm-0382839,2026-06,0.0,0.0,1188037,4.75,Secrets Manager,Application secrets
Edge-Network,r53-0323539,2026-06,0.0,0.0,46725385,70.09,Route 53,DNS hosting
Internal-Tools,eks-0923427,2026-06,599.7,0.0,0,1799.36,EKS,Staging K8s cluster
Security-Ops,ec-018a285,2026-06,581.7,0.0,0,209.43,ElastiCache,Redis staging cluster
Compliance-Audit,rds-0b76559,2026-06,339.3,94.2,0,400.64,RDS,db.t3.medium MySQL staging
Production-Main,s3-0ab1484,2026-06,0.0,10502.6,656409,262.56,S3,Log archive bucket
Edge-Network,r53-0f4f980,2026-06,0.0,0.0,47204589,70.81,Route 53,DNS hosting
Partner-Integration,rds-08a3964,2026-06,830.6,576.8,0,1643.88,RDS,db.r5.large PostgreSQL replica
Partner-Integration,cf-052a323,2026-06,0.0,0.0,35828991,179.15,CloudFront,CDN API distribution
Edge-Network,ebs-041c946,2026-06,0.0,152.3,0,19.04,EBS,gp3 volumes staging
Compliance-Audit,rds-1110124,2026-06,839.1,932.4,0,1958.09,RDS,db.m5.xlarge analytics DB
Production-Secondary,i-0783728,2026-06,801.3,0.0,0,694.51,EC2,m5.large monitoring server
Security-Ops,ecs-079e707,2026-06,150.3,0.0,0,274.44,ECS,Fargate batch cluster
Edge-Network,sns-102d146,2026-06,0.0,0.0,12444083,6.22,SNS,Alert notifications
Production-Main,cf-0002448,2026-06,0.0,0.0,35660927,178.3,CloudFront,CDN static assets
Shared-Services,nat-0cf3375,2026-06,578.1,0.0,0,131.88,NAT Gateway,Staging VPC NAT
Production-Main,ebs-0db5569,2026-06,0.0,586.3,0,366.42,EBS,io2 volumes database
Partner-Integration,ddb-118f465,2026-06,995.2,138.3,207317075,1554.87,DynamoDB,Cache table
Marketing-Platform,vpn-06a4632,2026-06,832.4,0.0,0,210.98,VPN Gateway,Client VPN endpoint
Data-Science,nat-0f38347,2026-06,535.9,0.0,0,122.25,NAT Gateway,Staging VPC NAT
Production-Main,i-10a7273,2026-06,750.5,0.0,0,2601.36,EC2,m5.2xlarge batch processor
Finance-Systems,eks-0d6f989,2026-06,845.8,0.0,0,2537.41,EKS,Production K8s cluster
Customer-Portal,s3-10a8780,2026-06,0.0,18631.5,3726311,652.1,S3,Data lake raw zone
ML-Training,ebs-0720778,2026-06,0.0,634.0,0,396.2,EBS,io2 volumes database
